# BLASTN 2.12.0+
# Query: ABCA1 from HM765279
# Database: ./Mico_database/Mico_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 531 hits found
ABCA1	Mico_intermedius_FES26	82.818	291	45	5	143	431	229663	229376	1.59e-76	282
ABCA1	Mico_intermedius_FES26	80.000	280	52	4	139	415	19705	19983	1.69e-63	239
ABCA1	Mico_intermedius_FES26	84.475	219	33	1	169	386	73261	73479	1.69e-63	239
ABCA1	Mico_intermedius_FES26	80.738	244	42	3	132	372	232490	232249	1.59e-57	220
ABCA1	Mico_intermedius_FES26	78.439	269	50	6	169	429	79461	79729	3.50e-53	205
ABCA1	Mico_intermedius_FES26	80.342	234	41	4	143	372	17692	17460	4.26e-52	202
ABCA1	Mico_intermedius_FES26	81.193	218	38	3	201	415	175167	175384	5.19e-51	198
ABCA1	Mico_intermedius_FES26	79.498	239	44	4	143	377	28702	28465	5.19e-51	197
ABCA1	Mico_intermedius_FES26	78.629	248	44	6	132	372	86189	85944	7.70e-49	190
ABCA1	Mico_intermedius_FES26	79.710	207	28	3	143	335	38630	38836	1.14e-46	184
ABCA1	Mico_intermedius_FES26	86.538	156	18	2	128	280	195645	195490	3.99e-46	181
ABCA1	Mico_intermedius_FES26	78.390	236	42	6	154	382	103880	104113	4.86e-45	178
ABCA1	Mico_intermedius_FES26	80.788	203	34	4	132	330	278475	278676	4.86e-45	178
ABCA1	Mico_intermedius_FES26	77.489	231	47	4	137	363	274754	274525	7.21e-43	171
ABCA1	Mico_intermedius_FES26	79.310	203	40	2	132	332	194658	194860	7.21e-43	170
ABCA1	Mico_intermedius_FES26	77.130	223	42	3	142	362	231505	231290	8.79e-42	168
ABCA1	Mico_intermedius_FES26	75.720	243	41	5	132	362	277281	277045	8.79e-42	167
ABCA1	Mico_intermedius_FES26	76.395	233	51	3	142	370	112358	112126	1.07e-40	163
ABCA1	Mico_intermedius_FES26	78.571	182	35	3	186	363	195807	195988	2.87e-35	145
ABCA1	Mico_intermedius_FES26	84.091	132	18	2	149	277	175915	175784	4.26e-33	138
ABCA1	Mico_intermedius_FES26	78.571	168	34	2	131	297	140129	139963	5.19e-32	134
ABCA1	Mico_intermedius_FES26	74.590	244	48	9	131	363	108518	108278	1.81e-31	133
ABCA1	Mico_intermedius_FES26	70.925	227	30	4	196	421	185515	185706	7.71e-30	127
ABCA1	Mico_intermedius_FES26	71.951	246	52	5	131	365	115562	115323	2.69e-29	126
ABCA1	Mico_intermedius_FES26	79.592	147	28	2	132	277	78605	78460	9.39e-29	123
ABCA1	Mico_intermedius_FES26	71.552	232	39	5	143	363	93279	93064	9.39e-29	123
ABCA1	Mico_intermedius_FES26	81.022	137	24	2	143	277	281741	281605	9.39e-29	123
ABCA1	Mico_intermedius_FES26	74.346	191	37	3	142	331	254029	254208	3.28e-28	122
ABCA1	Mico_intermedius_FES26	81.250	128	20	3	142	266	263950	263824	1.70e-25	113
ABCA1	Mico_intermedius_FES26	80.870	115	20	1	140	252	26319	26205	2.52e-23	106
ABCA1	Mico_intermedius_FES26	81.651	109	17	2	133	238	60856	60748	1.07e-21	101
ABCA1	Mico_intermedius_FES26	80.000	115	20	2	132	243	97764	97650	3.74e-21	98.7
ABCA1	Mico_intermedius_FES26	85.185	81	12	0	333	413	53674	53754	4.56e-20	95.1
ABCA1	Mico_intermedius_FES26	71.366	227	47	9	200	424	160619	160829	1.59e-19	93.3
ABCA1	Mico_intermedius_FES26	74.172	151	36	2	130	277	216961	216811	5.55e-19	91.5
ABCA1	Mico_intermedius_FES26	69.286	280	71	9	144	414	267041	267314	5.55e-19	91.5
ABCA1	Mico_intermedius_FES26	79.412	102	21	0	196	297	284570	284469	1.94e-18	90.6
ABCA1	Mico_intermedius_FES26	75.000	124	31	0	292	415	119556	119433	8.24e-17	85.1
ABCA1	Mico_intermedius_FES26	77.876	113	21	3	143	252	235262	235151	2.88e-16	82.4
ABCA1	Mico_intermedius_FES26	68.750	224	62	4	202	418	243624	243402	3.50e-15	78.8
ABCA1	Mico_intermedius_FES26	76.316	114	21	3	133	243	201428	201318	1.22e-14	77.0
ABCA1	Mico_intermedius_FES26	73.469	147	34	5	137	280	80025	79881	5.20e-13	72.5
ABCA1	Mico_intermedius_FES26	80.233	86	14	3	143	225	233304	233219	6.33e-12	68.9
ABCA1	Mico_intermedius_FES26	74.725	91	23	0	199	289	114118	114028	9.40e-10	61.7
ABCA1	Mico_intermedius_FES26	76.316	76	17	1	284	358	13041	12966	1.39e-07	53.6
ABCA1	Mico_intermedius_FES26	86.957	46	5	1	133	177	103995	104040	1.39e-07	53.6
ABCA1	Mico_intermedius_FES26	89.744	39	3	1	133	170	28577	28539	1.70e-06	50.0
ABCA1	Mico_intermedius_FES26	84.783	46	6	1	133	177	231388	231343	5.93e-06	49.1
ABCA1	Mico_intermedius_FES26	84.783	46	6	1	133	177	274624	274579	5.93e-06	49.1
ABCA1	Mico_intermedius_FES26	73.684	76	20	0	319	394	40794	40869	5.93e-06	48.2
ABCA1	Mico_intermedius_FES26	89.474	38	3	1	141	177	175240	175277	5.93e-06	48.2
ABCA1	Mico_intermedius_FES26	82.609	46	7	1	133	177	93163	93118	7.23e-05	44.6
ABCA1	Mico_intermedius_FES26	84.615	39	6	0	377	415	122482	122520	7.23e-05	44.6
ABCA1	Mico_intermedius_FES26	85.366	41	5	1	137	176	277133	277093	7.23e-05	44.6
ABCA1	Mico_intermedius_FES26	76.364	55	13	0	355	409	253618	253672	8.80e-04	41.9
ABCA1	Mico_intermedius_FES26	79.592	49	9	1	130	177	13063	13015	8.80e-04	41.0
ABCA1	Mico_intermedius_FES26	79.310	58	9	3	284	339	233295	233239	8.80e-04	41.0
ABCA1	Mico_intermedius_FES26	80.952	42	7	1	137	177	229536	229495	0.011	37.4
ABCA1	Mico_intermedius_FES26	85.294	34	4	1	151	183	73375	73408	0.037	36.5
ABCA1	Mico_intermedius_FES26	86.207	29	4	0	285	313	19719	19747	0.037	35.6
ABCA1	Mico_intermedius_FES26	91.667	24	2	0	143	166	112222	112199	0.037	35.6
ABCA1	Mico_intermedius_FES26	87.500	32	0	2	284	313	281732	281703	0.037	35.6
ABCA1	Mico_intermedius_FES26	74.510	51	13	0	265	315	274758	274708	0.13	34.6
ABCA1	Mico_intermedius_FES26	95.000	20	1	0	235	254	42491	42510	0.46	32.8
ABCA1	Mico_intermedius_FES26	83.333	30	5	0	284	313	140108	140079	0.46	32.8
ABCA1	Mico_intermedius_FES26	77.273	44	9	1	133	175	79558	79601	0.46	31.9
ABCA1	Mico_intermedius_FES26	100.000	17	0	0	36	52	112731	112715	0.46	31.9
ABCA1	Mico_intermedius_FES26	90.909	22	2	0	506	527	136525	136504	0.46	31.9
ABCA1	Mico_intermedius_FES26	91.667	24	1	1	153	175	195909	195932	0.46	31.9
ABCA1	Mico_intermedius_FES26	90.909	22	2	0	554	575	268520	268499	0.46	31.9
ABCA1	Mico_intermedius_FES26	79.412	34	7	0	133	166	194792	194825	1.6	31.0
ABCA1	Mico_intermedius_FES26	80.645	31	6	0	283	313	97745	97715	1.6	30.1
ABCA1	Mico_intermedius_FES26	80.645	31	6	0	283	313	194677	194707	1.6	30.1
ABCA1	Mico_intermedius_FES26	78.788	33	7	0	285	317	86168	86136	5.6	29.2
ABCA1	Mico_intermedius_FES26	94.444	18	1	0	115	132	185584	185601	5.6	29.2
ABCA1	Mico_intermedius_FES26	74.419	43	11	0	378	420	229592	229550	5.6	29.2
ABCA1	Mico_intermedius_FES26	82.143	28	5	0	269	296	232485	232458	5.6	29.2
ABCA1	Mico_intermedius_FES26	100.000	15	0	0	122	136	95525	95511	5.6	28.3
